,imv
34,"[0.007267237060933441, 0.006647040115281357, 0.006068664038734225, 0.0061185028814177, 0.006395778169764687, 0.0062966217581291025, 0.005836626086220617, 0.00636283331656672, 0.006400805836781681, 0.0061142434376930755]"
35,"[0.006427872997053931, 0.005689706369386327, 0.006693980500067095, 0.0061420116877655565, 0.006437378698508109, 0.006155796265277761, 0.006590048947269233, 0.006116543263842667, 0.006989710468276332, 0.006220818931360171]"
36,"[0.006424834201718218, 0.006459825865157765, 0.00634665733988269, 0.005887078921430258, 0.006590502109851365, 0.006570658726194789, 0.006568279304793267, 0.006281588897044778, 0.006363837595869322, 0.005998954187825708]"
37,"[0.00635491508446811, 0.006269594378405031, 0.006559886123042723, 0.00646723784034119, 0.0064662367404663395, 0.0060523631166410205, 0.0063547130541743374, 0.00669490266986969, 0.00617794091164285, 0.006107396037692984]"
38,"[0.006121145307400161, 0.005781701154630125, 0.006386581151022971, 0.0065284821488882745, 0.005833895213131305, 0.006311558025472781, 0.006579900993205673, 0.00671207262976572, 0.007001269292354346, 0.00622725604056052]"
39,"[0.006701380090006732, 0.006381888727228859, 0.006343801919942515, 0.006029373156857433, 0.006678601599496513, 0.006331466657021869, 0.0063818430220515835, 0.00621667210322077, 0.006533371317035669, 0.005916580275489857]"
40,"[0.006685886358792583, 0.006961487359177169, 0.006272887563608372, 0.006080224525704017, 0.006335836984866718, 0.00612102718533211, 0.006697986373803578, 0.0059877232207348275, 0.006200403637244664, 0.006144961996973101]"
41,"[0.006964503099527722, 0.0058663481208801405, 0.006419613330449993, 0.0065740164856884845, 0.006018947451660545, 0.006680934522485945, 0.006661000202710525, 0.006174315071712841, 0.005849661472557162, 0.006245115338843668]"
42,"[0.006171583220225163, 0.00637357521632625, 0.006075474500880824, 0.006081119264940068, 0.005641230490723636, 0.006798526796140908, 0.006393719095301134, 0.006619412624075044, 0.006630081443133785, 0.00668989360344816]"
43,"[0.006532664928072811, 0.006102059067436751, 0.006403581637835343, 0.006574805913793086, 0.007087356690170998, 0.006112686940004993, 0.006067119866590315, 0.0054090532932100175, 0.006651699027650989, 0.006568801213410513]"
44,"[0.00577346022629204, 0.00569723201137365, 0.0068300003529851196, 0.005995113206527084, 0.006741398290093969, 0.007098987463048143, 0.006286472323408802, 0.00624537599668879, 0.006001156051139313, 0.006819904461596545]"
45,"[0.005944506020552241, 0.006642407383790897, 0.006352648253077797, 0.006535157393864993, 0.006445255817217445, 0.006184996194750813, 0.00599098383047501, 0.006719932999980717, 0.0059689789521865455, 0.006710284161066699]"
46,"[0.006534834138582913, 0.006461320928600327, 0.005922843353942194, 0.006367589245240614, 0.006227404435162713, 0.006292534916341501, 0.006552897426260857, 0.006041890646336157, 0.006867891098803368, 0.006237391509582682]"
47,"[0.006737894552017061, 0.005957818624025218, 0.006530612915691345, 0.005856210237908321, 0.006336609681783962, 0.006532497181158168, 0.006353367479214392, 0.006238741123104892, 0.0060363993376018835, 0.006884331784572427]"
48,"[0.006646121949889769, 0.005961381306789888, 0.006607868005259694, 0.006504014095368576, 0.006353787830744384, 0.006510341958339037, 0.006648140933217186, 0.006221339281072167, 0.006103880368768935, 0.005942683916989766]"
49,"[0.006595861639812112, 0.006841444729659187, 0.0066284869681729084, 0.0062883786153414434, 0.00612564129648827, 0.00661599951030212, 0.005741484266168424, 0.0065330079678165955, 0.006217877661678172, 0.00592961270671642]"
50,"[0.006163102919679409, 0.00669863746728923, 0.006806601449923367, 0.006839482539102502, 0.006183490395181726, 0.006316075537935281, 0.005412679824225532, 0.006487939770860522, 0.005893420569005373, 0.006652159456333075]"
51,"[0.0061408729535580775, 0.006232680834140991, 0.006821349996013955, 0.006323395478530978, 0.006192094196982942, 0.006436401751032704, 0.0063673404258267835, 0.006080934980135043, 0.006276523028197006, 0.006627894370086412]"
52,"[0.007062676580180425, 0.006142164016285297, 0.006213824443099125, 0.006485363196726299, 0.006481147429003862, 0.00633790408294447, 0.006071961857748204, 0.00583583863555778, 0.0062238394185069774, 0.0066281112292129836]"
53,"[0.006362294070760422, 0.006552065785663251, 0.006510547758932555, 0.005694953880567402, 0.006319157579636702, 0.0065934069956503, 0.006055235786545439, 0.006331825382450731, 0.006266464214018238, 0.006805104473576292]"
54,"[0.006368146581244213, 0.006464179541440263, 0.006559195670140726, 0.006435210336477061, 0.006015519773131048, 0.006388851381410965, 0.006029195606659277, 0.006151746095782382, 0.006501365881651128, 0.00660028368923226]"
55,"[0.006363954687843765, 0.005840535924423658, 0.006269610786282452, 0.006150686227504033, 0.006759878282379011, 0.0063590094467502745, 0.005926585683688233, 0.006092858869139034, 0.007064226482106093, 0.0066449895020532865]"
56,"[0.006457580771283805, 0.00602463881755895, 0.006135479530170821, 0.006834356699205996, 0.006495668094610276, 0.006356349588294283, 0.005734741871481502, 0.006290884058414671, 0.00634158795758201, 0.0068283999750754125]"
57,"[0.006116906739780354, 0.007006296527931567, 0.0064064616186724505, 0.0064156311326090685, 0.006532751318296408, 0.006721200953206913, 0.0055092324445070425, 0.006505279498277457, 0.006445182541408031, 0.005828863374518294]"
58,"[0.006620265014466603, 0.006508864838652114, 0.00669061900303666, 0.006693077499850491, 0.005999180877583538, 0.0058630352309614895, 0.006548856864052615, 0.006573411672406415, 0.005816849724097379, 0.006161088568418689]"
59,"[0.0063438108266609325, 0.006609265651929126, 0.006308334649779724, 0.007202866786449635, 0.006064004841200416, 0.005650283421659245, 0.0063458365917160526, 0.006225645593056884, 0.006422009050387998, 0.0063070377050650035]"
60,"[0.006663109963184275, 0.006786570901596083, 0.005974202558540663, 0.0065320697605413145, 0.006000420003896937, 0.0069192181294840905, 0.006273873349162484, 0.006395283454549936, 0.005633139676204835, 0.006290459123220756]"
61,"[0.006268183656609578, 0.005904162371839881, 0.006697562985736015, 0.005775677932796945, 0.007130598258849237, 0.005794809378549466, 0.006404695141578178, 0.006437128239664771, 0.006126933144781531, 0.00695834892846141]"
62,"[0.006161390672072334, 0.0060944278842237735, 0.007030859202762017, 0.006509810178108802, 0.0068703557801074195, 0.00565354022993363, 0.006275386823147574, 0.0066730493332894875, 0.006295075350526314, 0.00590397047785894]"
63,"[0.005857282785693684, 0.005778043389569294, 0.006764722438444247, 0.00654659103884088, 0.006152444025226378, 0.006480590700838377, 0.00697160573524806, 0.006591722215728577, 0.0062661704152119765, 0.006080191850326581]"
64,"[0.00650207574205399, 0.0068717692849165415, 0.006094684968444659, 0.006205370664194728, 0.0063961991808206406, 0.00645801308570495, 0.0061372885667314424, 0.006351624306730043, 0.006583666911176482, 0.0058976796425742545]"
65,"[0.006438472099676417, 0.006211573485289188, 0.006349315439000032, 0.006210546122475242, 0.006316177282790495, 0.006875753611141916, 0.006547964107395735, 0.006467805878775344, 0.005877275117562685, 0.0061775371192853675]"
66,"[0.006238002670128841, 0.006783080782648352, 0.006111826728399989, 0.006142427995463808, 0.006053758602304937, 0.006485718777845079, 0.0063386515520567595, 0.006289352975521877, 0.0063012443830078564, 0.00678023509281473]"
67,"[0.006373086506584498, 0.0069210905152807655, 0.00580744261271606, 0.006544861325001576, 0.007044535220649067, 0.005539776231583971, 0.005859569489368801, 0.006245314950733402, 0.0062976734726293, 0.006839583723700773]"
68,"[0.00678323722316319, 0.005857808443403635, 0.00605225499993954, 0.0067323016896515195, 0.006243626886194821, 0.006166279739698359, 0.0060956330438392235, 0.005897561308868324, 0.006901044746152613, 0.006758967966959401]"
69,"[0.006850158595671443, 0.006132248054013825, 0.006853596609610565, 0.005713177147751455, 0.006517484225574327, 0.0062011708217420865, 0.0061016689434746875, 0.007363630699067204, 0.005979272618273506, 0.0057633618456685584]"
70,"[0.006469693009249208, 0.006513741209630032, 0.006226274000808355, 0.006726016042412787, 0.00603347230679963, 0.006578910531793187, 0.006086485201392169, 0.006714263162557958, 0.00646187728236827, 0.005647020165789169]"
71,"[0.006636912647292865, 0.006505789728325272, 0.0060635087032825255, 0.006945622738229879, 0.0065560185164284645, 0.006200338377827337, 0.005830171574432442, 0.006162716598372259, 0.006600985446736051, 0.0059891334011759915]"
72,"[0.006050978791676079, 0.00617186386900292, 0.006303189286792381, 0.006024608526213895, 0.006661507140860705, 0.0064662604355803285, 0.006881736507630574, 0.006097780715572674, 0.0067055190441593, 0.006103986801976389]"
73,"[0.0064129653104084425, 0.006371070671117827, 0.006543526659152025, 0.006241592161799196, 0.00601318382511943, 0.005739879755243034, 0.006866079709958486, 0.006458164903798949, 0.006423542167600872, 0.006395913129353434]"
74,"[0.006392259949927696, 0.0064586226788681715, 0.006667744644413726, 0.0062012404626544965, 0.006270029629146392, 0.005972667369442452, 0.006660117910275049, 0.006362524501736577, 0.006110636237436787, 0.006393263276604828]"
75,"[0.006729686696156442, 0.006148164730320161, 0.006187316632172988, 0.00621792488320573, 0.00615002087664348, 0.0065173644233672435, 0.00604616514055852, 0.006517731326182788, 0.006337974917032725, 0.006640815436359539]"
76,"[0.006486666044888503, 0.005962507771503939, 0.005919672388104732, 0.006898853390853215, 0.006498661496322191, 0.006428180672607177, 0.0059601758739105636, 0.006665672567895984, 0.006356285580123005, 0.006276089401489305]"
77,"[0.006097049895821703, 0.006396089421098067, 0.0061909685603474965, 0.006373748411648411, 0.006439778328390136, 0.006220843902073507, 0.006473528408290411, 0.006112786204644961, 0.006501348661285014, 0.006707253128516983]"
78,"[0.005723862182237834, 0.006634351426616864, 0.006645886181211536, 0.006592974822261631, 0.006102987919782021, 0.006698914259960207, 0.005993621665476503, 0.005831919475876219, 0.0064127555966827475, 0.006851589183013995]"
79,"[0.0061121794629028945, 0.005915215605896314, 0.006651684436282939, 0.006782970808231625, 0.006835233346377711, 0.0063393352169272684, 0.006118975449543607, 0.006354007412030723, 0.005930929302966849, 0.006450406628093183]"
80,"[0.006395402589455729, 0.0064383739207804925, 0.00586133047840254, 0.006734159815537813, 0.006055731890004642, 0.006325021905367554, 0.00597757791339807, 0.006827471971309249, 0.006393301545437866, 0.0064828222342550494]"
81,"[0.006031312528271245, 0.006422155095971356, 0.006558340283876233, 0.006450734305630887, 0.00651413444970902, 0.006176888845678045, 0.006658044751304877, 0.006437317908995666, 0.0063209630980325315, 0.005928859223795499]"
82,"[0.00609076449756914, 0.006516974949915167, 0.0060924088322345865, 0.006330809904646142, 0.006470863678231182, 0.006772548767601895, 0.0065809559831152015, 0.00649078646351094, 0.005862877828864681, 0.006299100323612595]"
83,"[0.006369479849685947, 0.0057854025401309775, 0.006964386703631358, 0.006183850574173544, 0.006504230488788019, 0.006192754684063751, 0.006546391878608415, 0.006487416460384042, 0.006448930453971145, 0.006028740527431532]"
84,"[0.006495447043213318, 0.006558146228558352, 0.006071729251878481, 0.005962619343963622, 0.006490001382960279, 0.005569884836635796, 0.006843494434335213, 0.006217333762569078, 0.006625185542549653, 0.006644020519632954]"
85,"[0.006232491522234372, 0.0064093521580824335, 0.0073242901468455026, 0.005957931889038443, 0.00672295346406463, 0.0061989389977728125, 0.006094716700074096, 0.005650513151273811, 0.006682120037950124, 0.0062064785231937016]"
86,"[0.0062980017349028045, 0.006301239672861706, 0.006631243418724517, 0.006196107734876495, 0.00657591722426683, 0.006144676261897824, 0.006789882094600769, 0.006654805835987183, 0.0056626931286073625, 0.006234179605136564]"
87,"[0.005850213607053133, 0.006643308876959779, 0.006524670630388414, 0.006254865404951622, 0.006801907022584758, 0.006405383279638674, 0.006293749022444871, 0.006186219845920786, 0.0064331002389251555, 0.006106207089632272]"
88,"[0.006728633958751728, 0.006568254192023552, 0.006223428933773915, 0.005986089504037467, 0.006416912718039379, 0.006611836961602864, 0.006558413011258457, 0.006262387508743649, 0.006002273409409196, 0.006100678807613607]"
89,"[0.006440027279992427, 0.006295310685121745, 0.006151939059252673, 0.00601672015366437, 0.006185282803559052, 0.005999799089138965, 0.006476835366433592, 0.006497333940324182, 0.006828496549121499, 0.0066056297419384655]"
90,"[0.006745601517979048, 0.006879133756770622, 0.006639851529282178, 0.006292653898995773, 0.006121825764805928, 0.00634992518972551, 0.0066717871356456755, 0.005950468394925402, 0.005631476127168151, 0.006184399027608431]"
91,"[0.006690843468547568, 0.0065299150303011035, 0.006536969705006486, 0.006152260210403844, 0.006219094473054539, 0.005886598661617824, 0.006526963068456037, 0.005855876483090454, 0.0063302934573344315, 0.00673948984958376]"
92,"[0.0062155122070445285, 0.006206732507819731, 0.00598181999672868, 0.006231046651793436, 0.006575441090894257, 0.006387521732173882, 0.006467524897839178, 0.00639451404679143, 0.006765832895514684, 0.0062472784287415945]"
93,"[0.0068324822955968725, 0.006116950528749154, 0.0061179762339799845, 0.006519578795572231, 0.0061625685041129495, 0.006149980252690427, 0.005985222549942796, 0.006734766968549888, 0.005821225438203508, 0.007043812363617692]"
94,"[0.005947662995666212, 0.006647024935068677, 0.005426956473142352, 0.00647478414472943, 0.00667161073815924, 0.0062084619071922816, 0.006640345498692953, 0.006400369106338232, 0.006471811031601874, 0.00658275826345565]"
95,"[0.00676380431550804, 0.006222704710486101, 0.00644570274657025, 0.00666207619830648, 0.006346716417421239, 0.006115799309277934, 0.006138607079009852, 0.006532898692918796, 0.0062212745067837145, 0.006044846859613941]"
96,"[0.006419428548358648, 0.006232113242828868, 0.0058250486376537364, 0.006380434058337168, 0.006602546518477603, 0.006322630246952802, 0.006969562228790627, 0.006060095268850458, 0.005962855047191006, 0.0067327260104825945]"
97,"[0.005767104256394783, 0.0065247941364528295, 0.006763583710731507, 0.006702889313663693, 0.006186108392202236, 0.005807604491506914, 0.00617738944650229, 0.006679047739517462, 0.0065323841576485535, 0.006369987268275494]"
98,"[0.006669025883450129, 0.006072022499359438, 0.006474135481203795, 0.006515145085889921, 0.006097512389345725, 0.006194160863520798, 0.006962370281066037, 0.00635180109906869, 0.005965820794839061, 0.006188327448194223]"
99,"[0.005926769230467709, 0.005988956274900488, 0.0065724683710744235, 0.006201246954287447, 0.006905141516500173, 0.006623278807753634, 0.00594765900913237, 0.006187287693183459, 0.00663391077115152, 0.006510164773311358]"
100,"[0.006497266579795162, 0.005874712032904125, 0.006261861591119533, 0.0065509987961721, 0.006503435788691303, 0.006897041002120215, 0.005913482278035381, 0.0062972676978468355, 0.0059134880992491754, 0.0067794939177972975]"
101,"[0.00642077993888277, 0.005884127063248376, 0.006387673551616508, 0.00633745256858056, 0.005592757020078831, 0.006173822719225674, 0.006870341057974874, 0.00662575141402252, 0.0061074858975538006, 0.007083998161842582]"
102,"[0.006192575442162769, 0.006206997565573338, 0.006508407849574803, 0.006456786828198265, 0.006147589462966366, 0.00601792147645692, 0.006280580679553898, 0.0068244250441197194, 0.006432625153079207, 0.006427951996113168]"
103,"[0.006341875836532351, 0.006272424788773599, 0.006383250722868633, 0.00620663831538206, 0.00626794772059002, 0.006608694960330561, 0.006633497378917904, 0.00594887949547882, 0.006034952685520654, 0.006769620276673281]"
104,"[0.00605004434539063, 0.006685445475513091, 0.0063111539677199605, 0.00649207026719598, 0.00602693546453018, 0.006543766716010555, 0.006104954006653602, 0.0062203010426397035, 0.006490103808015969, 0.006566425883548721]"
105,"[0.006750362724191705, 0.006360066564283433, 0.006181975302932626, 0.0060357541860277366, 0.006702319324114303, 0.006193149779426091, 0.005690782267766772, 0.006022891072440249, 0.006833191709434687, 0.0067085108781294945]"
106,"[0.006481846695864721, 0.005955571327343191, 0.005931121777589217, 0.006416367489929925, 0.006195977702577305, 0.005818769267371237, 0.006274890658503091, 0.006753958780852843, 0.007130137148280532, 0.0065032047330731285]"
107,"[0.006180744477349807, 0.006650996705238523, 0.0064789458711653845, 0.006055658732997474, 0.006316617715411702, 0.006231548948067716, 0.005573238783907722, 0.006607326213290297, 0.006857815691438926, 0.00654349877824844]"
108,"[0.00617955597401393, 0.006304138904433657, 0.006345650886175004, 0.00644915534456696, 0.006763122985910443, 0.005714843389345117, 0.006843081654076921, 0.006523735845729714, 0.006198419468375127, 0.006166236228939714]"
109,"[0.006204184091262653, 0.006592891876733861, 0.006655041673149207, 0.006269493439806877, 0.00626216176416423, 0.0062572751936624815, 0.006706687263362146, 0.006553559923247054, 0.006431388925695881, 0.0055515522168234]"
110,"[0.006070294077536851, 0.006439153981897273, 0.006387408496275631, 0.006399147043992929, 0.006093190734720925, 0.006520108607425149, 0.006123293337552531, 0.006622256888866164, 0.00655648277117404, 0.006243493842947766]"
111,"[0.0064031407471151335, 0.006300559884575543, 0.006202771892780556, 0.006695597155902465, 0.006457456879094421, 0.0060465051770070355, 0.006477113811839857, 0.006344754192280224, 0.005849977435366269, 0.0066936810707251895]"
112,"[0.006841054367390043, 0.0060858399775581985, 0.006144503907209419, 0.006124094250146334, 0.005801414876944489, 0.006619208639978336, 0.006658399701573011, 0.006639491121962058, 0.0061051437902183096, 0.006476950061970932]"
113,"[0.00661191034400922, 0.006470474713654523, 0.006272534873857841, 0.006201506753490906, 0.006509067084232385, 0.00671138160059646, 0.006083742450061403, 0.006576323488844001, 0.006172165470507376, 0.005890985649139424]"
114,"[0.005836942226897978, 0.006568732873674459, 0.0067753390093017295, 0.006467314734766533, 0.005964957829371223, 0.006719482972276895, 0.006132679088685683, 0.005861874849035675, 0.007166928498089639, 0.006016583301279141]"
115,"[0.006220323821869668, 0.006612477452452068, 0.006167567660807853, 0.006075154252649304, 0.006349545852987237, 0.0062695920055495045, 0.0066579677550095044, 0.005975751488506559, 0.006437973690712982, 0.00673578320095074]"
116,"[0.006074541212928994, 0.0061626767044219944, 0.006511631433989646, 0.006447561253618604, 0.0066036794847384415, 0.006120556060258909, 0.006535368287651009, 0.006405866446534842, 0.006731730160243962, 0.005884209928739497]"
117,"[0.0063939505352043745, 0.006831195980797793, 0.006431647936699037, 0.006368423973131251, 0.006197553234297218, 0.0062186602616281506, 0.006241942967135857, 0.006357747968590611, 0.005977770646375513, 0.006476626437367428]"
118,"[0.006120950095234232, 0.00659455136939319, 0.0067293266796812695, 0.005978621545390572, 0.006146808809473599, 0.0063815574818482, 0.006552968786196508, 0.006675207456735001, 0.006124080710397456, 0.006186632137024155]"
119,"[0.006090020686011188, 0.006454600987922507, 0.006281224260072756, 0.006175802638501192, 0.00643110244628047, 0.006079910216710845, 0.006960973532487494, 0.006729329327014611, 0.00579523959627354, 0.006482983555091731]"
120,"[0.006149910849588501, 0.006681638834127912, 0.006465747098923284, 0.00636720356679721, 0.006059593110848096, 0.006972212616820438, 0.0065692699746504974, 0.005927584567811582, 0.006233516349965503, 0.006071268198376821]"
121,"[0.0058674214307942955, 0.006702730560438603, 0.006145879162088057, 0.006003660801517965, 0.006735991902881287, 0.006690877025595442, 0.006135697834743032, 0.006423598191657798, 0.006545888315924599, 0.006241838864301026]"
122,"[0.006917562901313485, 0.005789452595230913, 0.005619805455609753, 0.006907367090326795, 0.00634552340130487, 0.006004274132199419, 0.006206247507329657, 0.00617377764973011, 0.006780773189895892, 0.006728088366204991]"
123,"[0.005756174295569658, 0.006311849426885134, 0.00692262139938353, 0.006779559041619522, 0.006114384705831606, 0.0059372287368473315, 0.006109759493546862, 0.006881520957169718, 0.006299229582740426, 0.006403784284101538]"
124,"[0.006264680378402067, 0.006681544827157346, 0.006040008859319383, 0.0070876971069250075, 0.0068130207506005526, 0.0063668309832732115, 0.006325763365864002, 0.0060434493074472476, 0.0061889079916027006, 0.005637425235392285]"
125,"[0.00627423735273811, 0.006764309803525673, 0.005869747976487979, 0.006721973455124551, 0.0062223097164396226, 0.005824288688018628, 0.00651886405188024, 0.006259394099477347, 0.006202893876518712, 0.006857742692914182]"
126,"[0.005954316971079772, 0.0065355210576423205, 0.006501767564084114, 0.006265505296424638, 0.0061384637782266075, 0.006129197044270965, 0.00629674845764819, 0.006642864143874923, 0.006972493925674987, 0.00602827233287596]"
127,"[0.006347181397645144, 0.005993913136464459, 0.006132879484192928, 0.006303384209888143, 0.0067010762583090055, 0.0064501743569036285, 0.006399880656338915, 0.006281073951457786, 0.006318809707138052, 0.006594970140949197]"
128,"[0.006372904736537553, 0.0063445273829123554, 0.006506324256916473, 0.0065365723008394315, 0.006255118559819637, 0.006983313822637321, 0.006136369192044647, 0.006442426040505303, 0.006411567216401179, 0.00551604504329332]"
129,"[0.00664832530748103, 0.00645044888264329, 0.006352931316863623, 0.006190995255977188, 0.0060384160779141305, 0.006419203195657794, 0.006420218993099479, 0.006384605013546878, 0.0065715465797706, 0.00601190789776201]"
130,"[0.005997937911994813, 0.006307785507259144, 0.006720663428484256, 0.006306666068882914, 0.005982215585845902, 0.006530244045628667, 0.007116924441533062, 0.00625957679709298, 0.005764836932557693, 0.006518509835011492]"
