,imv
49,"[0.005341791845345773, 0.006081639232157726, 0.005319121364416336, 0.005192119461843046, 0.004848456977869363, 0.005270800155844306, 0.005109180662527365, 0.004945632709836824, 0.005171828831780499, 0.005002397714039619]"
50,"[0.0051788942675625345, 0.005011418870539587, 0.005206272533433842, 0.005238885275295564, 0.00536202509536652, 0.0047291773186785326, 0.005364269872116014, 0.004910490029660696, 0.006079977201831014, 0.005211932576113272]"
51,"[0.005014650446118163, 0.005570462295919726, 0.005632390575701368, 0.005270909886580814, 0.004684291468745806, 0.005596039898649686, 0.005069052761430544, 0.005697635360537013, 0.005002573685058535, 0.004726954575331685]"
52,"[0.0051330203121252105, 0.004978966857031211, 0.005134217087101725, 0.004945701700795875, 0.005050215048923953, 0.005680190292123157, 0.0050594409980553754, 0.006235306421013518, 0.004982154436781144, 0.005065094863547929]"
53,"[0.00507001431981956, 0.004884217868939535, 0.005318968043056529, 0.0049065388854765005, 0.0055221874630001005, 0.005070106124226732, 0.005100618398384963, 0.005587148732942132, 0.005495710904727827, 0.0053439361340860934]"
54,"[0.00533508873415447, 0.0052479447941298695, 0.004911166128347318, 0.006150826020740709, 0.004751913365473758, 0.005331385600950421, 0.005046485811395629, 0.005071198883517904, 0.005178760434949637, 0.005261464361901465]"
55,"[0.005050822903884788, 0.005454771127330429, 0.005248547728421045, 0.0045567310656748905, 0.005404748788852578, 0.005486045575139956, 0.005336196765326706, 0.005460754962075894, 0.005010113642528065, 0.005264378564674737]"
56,"[0.0047685237871876235, 0.0053441738310746395, 0.004955513919560067, 0.005698446960510906, 0.005228812593706144, 0.005531905498806467, 0.005308926124062132, 0.005109964103040511, 0.0053464070350681, 0.004987213017586414]"
57,"[0.00401031092069213, 0.005487577401594502, 0.005979783399119986, 0.004975070824582597, 0.005522939173654127, 0.0054290960765681845, 0.004919258678692187, 0.005373364429247593, 0.004968360897395021, 0.005574296373416137]"
58,"[0.005475580649190106, 0.0053743629529578035, 0.004819243493987506, 0.005506829697871568, 0.005707782289289654, 0.005065039519191138, 0.004771100098250641, 0.005326110922106951, 0.005264852355657443, 0.004946900854493625]"
59,"[0.005373038518073079, 0.004991554104795381, 0.004635031415278688, 0.004826055338773178, 0.00578489964935185, 0.005963878981555604, 0.005342928538623478, 0.005077358767149303, 0.005438379586644411, 0.004845981634152145]"
60,"[0.005383818135910487, 0.005409457242655932, 0.005234764088180092, 0.004980212431468578, 0.005004330696355318, 0.00556399401925076, 0.005111521612443646, 0.004951163146606619, 0.0054603964152185715, 0.005178689740055834]"
61,"[0.005353345723450725, 0.005218552162131137, 0.00529890711583178, 0.0055414442512753785, 0.00513245373994087, 0.0050102474255047345, 0.005332373541108494, 0.004987831915437904, 0.004874398611894852, 0.005532776066977177]"
62,"[0.005177917788051854, 0.0051046390179186815, 0.00540045241494794, 0.005400118804712174, 0.004800061101661861, 0.00506741847247021, 0.005445451462665514, 0.0055018107850856035, 0.005180705310372066, 0.005204413275347618]"
63,"[0.0056306961321552955, 0.004980714525932096, 0.0058288499832954525, 0.005236068660755788, 0.004888816455622763, 0.005134574809543286, 0.00506961268592721, 0.005346955462185533, 0.0048857212595038975, 0.005251099339233029]"
64,"[0.005651635130248736, 0.0049659980771506775, 0.005209259858719723, 0.0043955807378494765, 0.005094886852918479, 0.005228974540060754, 0.005663261962474734, 0.0052817071151105835, 0.00536239004693523, 0.005423214291769812]"
65,"[0.005104126861604155, 0.005207580410350127, 0.005170977747342384, 0.005056980847930631, 0.0055790580817248695, 0.005316354308290477, 0.005712585753175379, 0.005362641010095898, 0.004947724106141867, 0.00481066784610576]"
66,"[0.004986935712122457, 0.005174264910834313, 0.005150000730523133, 0.004874826146192653, 0.005858347156516068, 0.005226420663005185, 0.00569285119831868, 0.005719805519260333, 0.004707302295952498, 0.004891405570397985]"
67,"[0.004850107120138829, 0.0049664232662796435, 0.005573330138521688, 0.005243000875778918, 0.005539763331134486, 0.004845791980016143, 0.005529489419036552, 0.0053724897901503005, 0.0052153318673885144, 0.0051484638991612505]"
68,"[0.005132734203064093, 0.00495280012611259, 0.005313945554404426, 0.00517864467837508, 0.005637593950614637, 0.005614338247920669, 0.0046792771669781396, 0.0051766407154984215, 0.005455333815257419, 0.005143149330129989]"
69,"[0.005010011948080974, 0.0051592802130227934, 0.005013399427543542, 0.00547093344899255, 0.005564878931572387, 0.005386024379737947, 0.005641502925332168, 0.004651621530968318, 0.0053419567610917575, 0.005036168455271724]"
70,"[0.00528879824153916, 0.004985333727496515, 0.005584410872555481, 0.004925180588076085, 0.005535981664326091, 0.005285435890399402, 0.0054400824360893475, 0.004810547493671581, 0.005349123703799151, 0.0050598172561436274]"
71,"[0.005064840027137654, 0.005849187887777388, 0.005308423645565884, 0.005649139752017303, 0.004419488961382729, 0.005461318237138213, 0.005253990591843857, 0.005398901511378282, 0.004977911659937348, 0.004879912019330919]"
72,"[0.005532750911810212, 0.005377983090162455, 0.005318710422558111, 0.005071778994622608, 0.005240132758310994, 0.00494683547680818, 0.005401861627363913, 0.005301348504797927, 0.004764113035969544, 0.00531721113751187]"
73,"[0.005238127612805545, 0.0055027524827838195, 0.005854791886454598, 0.004827310497676494, 0.004724206644565656, 0.00574560901535212, 0.004902140945820638, 0.004669684346948239, 0.005460409846074925, 0.005365229679336597]"
74,"[0.005197052970876431, 0.005290270143444674, 0.004805079311973786, 0.004863771272780422, 0.004895475117131142, 0.005250527595812866, 0.00552039685798158, 0.005173326281218377, 0.005561812691005231, 0.0057267542698125245]"
75,"[0.005241448951489404, 0.005192971561603322, 0.004469928700681186, 0.005365413917216546, 0.004846490131788232, 0.005190520029925309, 0.005301054738038119, 0.0054754864242682715, 0.005430082283974568, 0.005764187648697629]"
76,"[0.005569063705305588, 0.005277608760746254, 0.005358424542424827, 0.005466577287657787, 0.0051080781035058144, 0.00523476073197493, 0.005139009108593283, 0.0047582200475224596, 0.005088938637854855, 0.005285878779290705]"
77,"[0.005807305141138148, 0.005678828731247739, 0.005391046077675402, 0.004651319069532176, 0.004572599396924412, 0.005496230984515218, 0.005143836663680187, 0.004380675119182643, 0.005878125660800334, 0.0052879798770282555]"
78,"[0.00494140833647627, 0.005178181884399333, 0.005816879111017031, 0.005775673688928008, 0.0050462992065311105, 0.005061552609944475, 0.004931018902798216, 0.005328135974223168, 0.005084241853877414, 0.00510793576749821]"
79,"[0.005188344126302797, 0.0053731723131385765, 0.005254982296232297, 0.00483479559645273, 0.004704066871283776, 0.005113227519824011, 0.004996954478475626, 0.005457010168025005, 0.005507108506587745, 0.005853618832752761]"
80,"[0.00552909132873616, 0.004867315284143403, 0.005328151898570289, 0.005735628701367382, 0.005252756015983713, 0.005247115792398869, 0.00533800233979902, 0.004870549528440943, 0.005699309306605705, 0.004382444923930207]"
81,"[0.00496113840843673, 0.005684780659511731, 0.005539931214281618, 0.005021428388285899, 0.0053224397544077975, 0.004506685086205124, 0.005290450894889169, 0.005685536081029933, 0.005301977226206727, 0.004979000608883414]"
82,"[0.005263297649262222, 0.005250500038911581, 0.005338940864491122, 0.005354829171698731, 0.005203336881954236, 0.00494911496448265, 0.005271139691486606, 0.005211976906832202, 0.005326521042884769, 0.00509721344930266]"
83,"[0.005470835983485335, 0.005104367363063604, 0.005595363074377301, 0.005086812052730667, 0.0050018815758569105, 0.005093087301517902, 0.005638569413298081, 0.004968721512836715, 0.004927100966010708, 0.00538436874256649]"
84,"[0.00550144914096948, 0.00515497025153189, 0.004661574529279773, 0.0048334177417095805, 0.0050258072390740385, 0.005657037456102091, 0.005418602144254761, 0.0048650216366297894, 0.005509748463356809, 0.005629431868047751]"
85,"[0.005481957447283908, 0.005390252763884439, 0.005138683214449745, 0.005283267942257157, 0.005132283428076788, 0.005318306283364916, 0.00455141499793857, 0.004912965742573822, 0.005566251460104796, 0.005497876095852309]"
86,"[0.005060291011602773, 0.004275276849013149, 0.005268570886679429, 0.005402829988269203, 0.005186014943689767, 0.00510284253643491, 0.0053724515731021485, 0.005347349359016108, 0.005682049008276324, 0.005580602610241707]"
87,"[0.005543947568485435, 0.005099808214779305, 0.005205727147878436, 0.005533979891662633, 0.005457908845566222, 0.00493832828065912, 0.004906748339812041, 0.004593814274249539, 0.005437524977185658, 0.00555908436666187]"
88,"[0.004785980276987827, 0.005160342755704029, 0.005586111018727762, 0.005133205485674531, 0.005543633311938758, 0.0051666993768080625, 0.0053705013773046395, 0.0050912477094261785, 0.005250677465578331, 0.005170840977117632]"
89,"[0.005259842683394327, 0.004957761327375602, 0.005168001606446111, 0.005210459740250064, 0.005865212457516683, 0.0048582735441807315, 0.005410857472843948, 0.004664830030748398, 0.005639623615062503, 0.0052390318096648065]"
90,"[0.005776203551569317, 0.005052964755809201, 0.005841421481786941, 0.005109980682892792, 0.004945972008488949, 0.005220237018091674, 0.005517875888940992, 0.005354368537803829, 0.005013837910985232, 0.004456068416931635]"
91,"[0.005492925746130425, 0.005011305057866001, 0.005165882781246595, 0.004909780817968421, 0.005406008041168185, 0.005167347365435123, 0.005012245096451767, 0.005129626864458604, 0.005840906501760321, 0.0051440799976069426]"
92,"[0.004813824651412761, 0.005356462431193189, 0.005295711814425397, 0.004917967684815777, 0.005162325873488401, 0.005735672581510971, 0.005192258697980409, 0.005043523815950957, 0.005339447590605897, 0.00540100331781475]"
93,"[0.005392165909432162, 0.005404144652351719, 0.0056666784797117465, 0.00531382120740544, 0.005283046919178579, 0.005716459657380671, 0.005203303247652698, 0.004536162452619206, 0.005131648061076004, 0.004616649984847063]"
94,"[0.005842660435579169, 0.005092223226604631, 0.005223637563382139, 0.004497393928465292, 0.005200315630376808, 0.005419621783339907, 0.00525284552588726, 0.005215898145659125, 0.00543309969862352, 0.0050807463940553835]"
95,"[0.004664790242026747, 0.0051651417982178675, 0.0058536680589328155, 0.00544355741182064, 0.005136187231551333, 0.00512729241045439, 0.0048872441436286895, 0.005220044817327253, 0.005736789261187961, 0.005018881772262398]"
96,"[0.005447243357193846, 0.005358630682741941, 0.005510520541700187, 0.005474041748230826, 0.00506232832702766, 0.004287653141540624, 0.005319877531875746, 0.005063140955745808, 0.005558414312031799, 0.005190362158274774]"
97,"[0.004981252736374549, 0.005146039086778311, 0.00507110756964936, 0.005211923603196207, 0.00495970021936701, 0.004821873918830372, 0.005366583322403144, 0.005266323361002575, 0.005617341995871718, 0.005840088473925616]"
98,"[0.005182161478445777, 0.005343040264415391, 0.005107914089761431, 0.005787473528356719, 0.004505049877439476, 0.005124273259870433, 0.005327758407100682, 0.005344403077161686, 0.005222745980327906, 0.005330769057955416]"
99,"[0.0055666617183405785, 0.005420589822439563, 0.0047056956430413105, 0.004939753908926372, 0.005177119863414747, 0.005005865290210455, 0.004712166515355003, 0.005280354227804639, 0.005616028327989793, 0.0058428571531065196]"
100,"[0.005671213946671217, 0.0055426220584660416, 0.004872869496570167, 0.005999049930331779, 0.004626796202913862, 0.005038329889017854, 0.005678873207018743, 0.005105870272115784, 0.004726038634897486, 0.005044726836238566]"
101,"[0.005419160990682606, 0.0052570231110947805, 0.0050491610578025205, 0.0055576445969286944, 0.004517419798631398, 0.00535011250357316, 0.0051955016177365945, 0.00539495488933593, 0.005272551286341802, 0.005256298147159325]"
102,"[0.005025021983471574, 0.00571115320260185, 0.0057866267680429994, 0.0053061127937146825, 0.005201237830412566, 0.004530919788424917, 0.005405496890802028, 0.005328068723485918, 0.0051047690402329675, 0.004888652885776915]"
103,"[0.005717717678411136, 0.005976637855017043, 0.005507531869449456, 0.004797123737597138, 0.004859034163211952, 0.004633706194075045, 0.005153003984189251, 0.005413898373967134, 0.004877160387492724, 0.005327699235611243]"
104,"[0.005014802422607665, 0.005529755039730154, 0.0054125095524842496, 0.00520688788743998, 0.005327452133624024, 0.00506920528725219, 0.005249465446525364, 0.005325336273912152, 0.00513684495866238, 0.005002545606673349]"
105,"[0.004940028671408622, 0.005015952183526286, 0.005568451727640597, 0.005667612816717296, 0.005182663710261853, 0.005672016857353572, 0.004611737130549334, 0.005186303114983059, 0.0050193453700016, 0.005417823962105617]"
106,"[0.004611313967908492, 0.0059136712149437465, 0.0055774505417247044, 0.00531705397380706, 0.005054983722142311, 0.004940062350553033, 0.00533080061661046, 0.005249022850609531, 0.0055017670863410795, 0.004792617983829772]"
107,"[0.004919780645219602, 0.00575671295962996, 0.0053635907787640165, 0.005462297818236944, 0.0042881791549018, 0.005239490229558576, 0.005682921807127448, 0.005357310115636759, 0.004994379594182119, 0.0052318304226376565]"
108,"[0.0052844410654134125, 0.005204746324346813, 0.0048133431343903126, 0.005654280415109744, 0.005597766142573602, 0.005317868450989933, 0.004958628997619311, 0.0051359996868501024, 0.005162158052570859, 0.005151763232411798]"
109,"[0.0051294712394185146, 0.005305408936443146, 0.00522583300933058, 0.004490122388245678, 0.00480181545462154, 0.0052030869518412855, 0.005621635587895194, 0.00568183884423756, 0.005799214292187672, 0.005004317414195308]"
110,"[0.005218622867721363, 0.004980177813023796, 0.005325594431426987, 0.005040832031929017, 0.005401823942748125, 0.005048391139022488, 0.005220300754793836, 0.005252781629268539, 0.005599416322903928, 0.005184267754172995]"
111,"[0.005361206715137139, 0.004473369756243229, 0.005068161034888865, 0.005495363476006159, 0.004972362084948388, 0.0051773628864851115, 0.005704446672904602, 0.004791678291704998, 0.005679590531896131, 0.005524856629704581]"
112,"[0.005031714272445517, 0.0050311338336812925, 0.0049907554773320015, 0.0051417520713562806, 0.0052194457473669085, 0.0055257800490795695, 0.005700366967051968, 0.005103406964494059, 0.0052529140165354865, 0.005254469807211148]"
113,"[0.005736583406309302, 0.004982970325427889, 0.005232231959786258, 0.005215004406959286, 0.0055296579911703735, 0.005059664448275029, 0.005001031394316131, 0.004960189865474121, 0.005269307831836373, 0.00528191497995231]"
114,"[0.005248295882205862, 0.005212515181851708, 0.005287900462048515, 0.005631321068912623, 0.004730845862895001, 0.005211119888682439, 0.005435189861838513, 0.005443677553509171, 0.005390188616465103, 0.004682555482320187]"
115,"[0.004440893010015676, 0.005224050107908637, 0.005577978473677184, 0.004689733336388675, 0.005987184852180006, 0.004568761794590558, 0.0056118110756878965, 0.005398096917447402, 0.00539819459833292, 0.005373753032828644]"
116,"[0.005085085524227583, 0.005303779646066032, 0.005657486610608491, 0.0048026290173760295, 0.005447269312635618, 0.005271494575347826, 0.005155745175953723, 0.005465535376382495, 0.0051749764023605455, 0.004909507574518983]"
117,"[0.005272598790301906, 0.004933578295516683, 0.0060045495348375185, 0.0049909200549903224, 0.004859138324788708, 0.005351990030566453, 0.005411867744680169, 0.0049281785022563555, 0.005308702211121536, 0.005210832351874167]"
118,"[0.005624860065433497, 0.005528908958348283, 0.004770778193846846, 0.005377621830308256, 0.004943710374464677, 0.005109602358978181, 0.005014546814774982, 0.005840980036661162, 0.005556815340705666, 0.004524003514227893]"
119,"[0.005390025651805604, 0.005261334146061721, 0.005333894149917639, 0.005386117245494, 0.005666617380761491, 0.004680781426231781, 0.005200996627060525, 0.00515462672863946, 0.005173220737861126, 0.005034067724832094]"
120,"[0.004964052813637059, 0.00549604479250568, 0.00536347820480843, 0.005388610460498066, 0.005023254443782122, 0.004824562721323519, 0.0049662141663185545, 0.005390715144273009, 0.005281333080500001, 0.0055515261437196345]"
121,"[0.005230541864317135, 0.00521112958143956, 0.005240978992741099, 0.005940198433866855, 0.005343192669603519, 0.0053714412230416245, 0.004985732307997546, 0.005170817051998717, 0.00422965510998517, 0.00554875763707922]"
122,"[0.004954396618679895, 0.004684065631796039, 0.005350118052690661, 0.004922793912109651, 0.005419429777736002, 0.005478641767402964, 0.005146127345535434, 0.005372951658444522, 0.0048135954424977645, 0.006144606922823157]"
123,"[0.004996609619828161, 0.005701944604894907, 0.005278159631958967, 0.0056056053474095, 0.005142329545330982, 0.004838896435937379, 0.004906565713635814, 0.005232448830183386, 0.005221891331953837, 0.0053485450470717524]"
124,"[0.005318462353102195, 0.005321103300925582, 0.0056788908075326855, 0.005302039222930267, 0.005088996748788698, 0.004377785551746695, 0.005846765541392294, 0.005431516265083781, 0.004903575756617426, 0.004980236689931004]"
125,"[0.005132198913566132, 0.0050199939425842445, 0.005496754988802477, 0.0053473782070868475, 0.005366963805997009, 0.005323152067735408, 0.005229935722589975, 0.005041028890410095, 0.005117544631143027, 0.005193105235664775]"
126,"[0.005012583860446963, 0.0051242440209031985, 0.00571889589035048, 0.005085640896581398, 0.0058694357865851695, 0.0050005815103920555, 0.005098548643058741, 0.005428473449784923, 0.004923995005211404, 0.005006337485628593]"
127,"[0.005664673431124412, 0.005336901832415405, 0.004416587768300239, 0.005447132736257652, 0.005564933666191311, 0.005302422952559662, 0.005165000451615229, 0.005270987939850579, 0.005026240351844015, 0.005058301517500372]"
128,"[0.00571800795806144, 0.004685949707504795, 0.005283123560631952, 0.0055403781273339146, 0.00497969752597931, 0.0051598581504590044, 0.005285257291597602, 0.005320574337092088, 0.004998315466356412, 0.005291065682373937]"
129,"[0.005250938499006876, 0.004677085817465811, 0.005715484030405646, 0.005491817519374698, 0.004777905582855749, 0.0053940010587490645, 0.004683499602377348, 0.005331639262286398, 0.004845400313856051, 0.006083433366445008]"
130,"[0.005853816153820371, 0.005866084978588771, 0.0049787164797749145, 0.004434982772489745, 0.005061417272554809, 0.005249404798071817, 0.004685449004697208, 0.005101494446253444, 0.005521146996702126, 0.005546011553954337]"
