,imv
98,"[0.0051877994605483806, 0.005401070181557383, 0.0049183350825293265, 0.00555295674508523, 0.005064218651821184]"
99,"[0.004902038277911911, 0.005110903937856601, 0.005664128812203122, 0.004990814956923362, 0.005461124480804283]"
100,"[0.005102957021481013, 0.005261419058063439, 0.005587668859120768, 0.004996038806056067, 0.005178340696305873]"
101,"[0.005072126422046147, 0.005189776649142939, 0.004821444841849027, 0.005604252105092573, 0.005437693156495066]"
102,"[0.005098995694437427, 0.005258717702402116, 0.005038349813090421, 0.0055119096331728715, 0.00522296107469606]"
103,"[0.005187990493832141, 0.005171757165400361, 0.0054215191149025906, 0.005081800124829486, 0.005270305088322973]"
104,"[0.005243427747499032, 0.005255199997145993, 0.005259131206738736, 0.004979764166266612, 0.005379503127543634]"
105,"[0.005404110067901091, 0.005250980426690006, 0.005340197712682454, 0.0046738353849851205, 0.005441336310991924]"
106,"[0.005132473409990693, 0.005095206906285365, 0.004945350453287476, 0.005370019888722613, 0.005576236180261666]"
107,"[0.00532946843446342, 0.005222779646236465, 0.005098577873753383, 0.0049661109832186195, 0.005519507106607341]"
108,"[0.005140423579177865, 0.005211643381990993, 0.005048311817208316, 0.005613718023592087, 0.00511956922138383]"
109,"[0.005361154857533118, 0.00508023767110009, 0.00537337683689982, 0.005304545553233204, 0.005018189349028138]"
110,"[0.0050177739874209554, 0.005303987879235743, 0.005292792247442592, 0.005175365056194534, 0.005327198988282862]"
111,"[0.005166841424628582, 0.005405662623300997, 0.0051377100041390365, 0.005235300651189893, 0.0051721204095983644]"
112,"[0.005373297201054779, 0.005086545759813306, 0.005016290749447726, 0.005447612569801097, 0.00521479612057655]"
113,"[0.005487570947088323, 0.005014361353422411, 0.00545540927643577, 0.005286182259922993, 0.004890820374164276]"
114,"[0.005031959781293365, 0.005483863327125416, 0.005250882742436551, 0.004907185176703133, 0.0054689355550889395]"
115,"[0.0053096574807107635, 0.0049067483085177685, 0.005175123817023916, 0.005356727551041477, 0.005387047360923698]"
116,"[0.0052277892357596, 0.005129804943658544, 0.005514494782143272, 0.005136033839661717, 0.0051197974010982455]"
117,"[0.0052773424817331655, 0.005324545178175144, 0.005144243998410418, 0.005244682145097605, 0.005154066654765673]"
118,"[0.005308447992569338, 0.005129007930749298, 0.005049702564683064, 0.005455334485444084, 0.005185986289674033]"
119,"[0.005038449960592415, 0.005168098231290971, 0.005110572582580568, 0.005789126426890217, 0.005015201690703925]"
120,"[0.005343747747765505, 0.005193287024209957, 0.005506967282915828, 0.0049586222853876755, 0.005130153271855138]"
121,"[0.005245353399293158, 0.004951122079671817, 0.0055579212242765465, 0.005110281769999667, 0.005254775129570326]"
122,"[0.005214895316472948, 0.005045236337534626, 0.005185135080144317, 0.004967169989769917, 0.005709485961765366]"
123,"[0.00508772085259469, 0.005557292761334651, 0.0050200940572299535, 0.005258435045266698, 0.005215604163771135]"
124,"[0.005512068767712446, 0.00544729626308704, 0.005376325408608367, 0.00512709747790241, 0.0046436643406225905]"
125,"[0.005460458893570963, 0.0050805359881495845, 0.004806874018171296, 0.0053162005361252875, 0.005466951913658193]"
126,"[0.00519766107717044, 0.005371048958049871, 0.005061966509497069, 0.00516835241851869, 0.005339597014046931]"
127,"[0.0052261235458223925, 0.005061635509934912, 0.005411870239213437, 0.005121642617728457, 0.005322507557678589]"
128,"[0.005231075683417047, 0.0055058489141173415, 0.0053487065701664374, 0.005235534676869292, 0.004810667758156354]"
129,"[0.005426593075920607, 0.0052196198255110935, 0.005115509520068101, 0.00535363094256645, 0.005018721150772498]"
130,"[0.005208510531651353, 0.005289477229688597, 0.005119948719897718, 0.005568316812588314, 0.004949594249327796]"
131,"[0.005498206352504418, 0.005451466663962612, 0.005173664437272368, 0.004956100019007464, 0.005053176476706436]"
132,"[0.005262539134331322, 0.005080891481430142, 0.00541663041015842, 0.005038762956107683, 0.005348255883076208]"
133,"[0.005804829136719485, 0.0050695479283174895, 0.005095617838405781, 0.0050434475658937975, 0.00511835714788355]"
134,"[0.005173383218254633, 0.005239547336713572, 0.005155750466309562, 0.005181472865074245, 0.005383218142575239]"
135,"[0.005371000151533295, 0.005269191517117622, 0.005546489886033668, 0.004753468409433958, 0.005196420909058142]"
136,"[0.005092870766695392, 0.005285786769026692, 0.005334556885653932, 0.005152994576067171, 0.005273099611104222]"
137,"[0.005069136784360602, 0.004947322702890202, 0.005446110419949003, 0.004961281102386486, 0.0056842749393305105]"
138,"[0.004906850938486698, 0.00543376942633491, 0.005217125819981497, 0.005361762174729932, 0.005215480640729843]"
139,"[0.005895939875669221, 0.004895954327441965, 0.004954798574231703, 0.0054569014046439695, 0.004907250818249189]"
140,"[0.005483163863774188, 0.0050311682823582365, 0.005077679258018896, 0.005007428779003983, 0.005532518287099994]"
141,"[0.0053289486446417966, 0.005405074401654349, 0.0053577668698960796, 0.005410039835218112, 0.0046154928566570766]"
142,"[0.005290651687457922, 0.00548975204006703, 0.004983902447904485, 0.0052541437114653955, 0.005111547904524184]"
143,"[0.0050204260099058285, 0.00518129893927069, 0.005412329916154884, 0.005448379915164136, 0.005064314361807104]"
144,"[0.005331546886888761, 0.00547949889599782, 0.005046176563539865, 0.004973089299419072, 0.005290633082548518]"
145,"[0.005113295324156678, 0.005282160681476917, 0.005491072828187837, 0.004829038932135458, 0.005413299789972405]"
146,"[0.005273027681651911, 0.005054311596122696, 0.005442370200998662, 0.0053230942963653095, 0.005045688662150413]"
147,"[0.004978189457287593, 0.00493723540054531, 0.0054088601376544995, 0.005502980968608532, 0.005303942156123786]"
148,"[0.004974647817006229, 0.005602851931924076, 0.005513493777127612, 0.005134690981881629, 0.004902008918054471]"
149,"[0.005338011485850437, 0.005300755416120113, 0.004988328746469057, 0.005361600127408412, 0.005125614822156056]"
150,"[0.005035116567068462, 0.005334386627460903, 0.005467079857326456, 0.005444299409981101, 0.004828533550607916]"
151,"[0.0050419116803393305, 0.0050050755203330305, 0.004995996572322061, 0.0054467298768334045, 0.005609024826984524]"
152,"[0.0051866644428147065, 0.005061835010032929, 0.005201509096481672, 0.005279886524821902, 0.005401312184239886]"
153,"[0.005132966361546459, 0.0051586075193132234, 0.005342945938887463, 0.00552305514127769, 0.004968289545952009]"
154,"[0.005532529465170334, 0.005103311624997365, 0.004671988682038096, 0.005529246430100349, 0.005292217124530637]"
155,"[0.005151957502194419, 0.005053735621029872, 0.005403927806600795, 0.005162920829084309, 0.0053599073651696425]"
156,"[0.0053911370811868115, 0.005385793674218825, 0.005176155867248029, 0.0049235868249569254, 0.0052497571693996305]"
157,"[0.005423253324064683, 0.0051229329963075505, 0.005263555641175226, 0.005330559694940099, 0.004996106659218072]"
158,"[0.0052780951369200265, 0.005271092076354962, 0.005371847233085396, 0.005132499554470491, 0.005078722201559562]"
159,"[0.004902515307970441, 0.005754346137353898, 0.005190165637018467, 0.005054936282953926, 0.0052191972885167566]"
160,"[0.0050818123465206045, 0.005266809617927347, 0.005313540283896612, 0.004608347158263828, 0.005828824630727207]"
161,"[0.005608464569313029, 0.005214096317929969, 0.0051352521857352534, 0.005132052566083842, 0.005046342419076628]"
162,"[0.005464597179144351, 0.004937498310806534, 0.00502645574445108, 0.0049858061958729235, 0.005710845482930194]"
163,"[0.0053069121101039455, 0.004954171647919407, 0.005369438565190865, 0.005272968554369602, 0.005232459305489985]"
164,"[0.005187903731679229, 0.005134405592033019, 0.005562090799456993, 0.005326198916080577, 0.0049159205890253466]"
165,"[0.0053979970138768535, 0.005314735014898582, 0.005279679740919804, 0.005191048459251496, 0.004965253326542164]"
166,"[0.0051229954563232335, 0.005588018896983476, 0.005017606853130165, 0.00489234123793778, 0.005500838701081558]"
167,"[0.005072705730332613, 0.005137948844398115, 0.005387545325224491, 0.00522022703656535, 0.005320891129083545]"
168,"[0.0056185093074201725, 0.005007245016619736, 0.005211489575956346, 0.005148462864715156, 0.00513583228200325]"
169,"[0.005122553827239053, 0.00493690006562995, 0.005005566179305889, 0.005129041058946158, 0.005917645988230917]"
170,"[0.005533523515093892, 0.0051698927643608235, 0.00507030940966687, 0.0054058573609992505, 0.004968616746982614]"
171,"[0.005343590316474848, 0.005023914466711792, 0.0051305163420442765, 0.004934137842166158, 0.005676181321842199]"
172,"[0.005433531949662266, 0.005434282533507062, 0.005077033105332169, 0.005254082456979607, 0.004934635948801278]"
173,"[0.005530056876576618, 0.005259687356818692, 0.004994017824947811, 0.0053765580205739115, 0.004971170926165113]"
174,"[0.0052173379111367145, 0.0053265863924510555, 0.005286349777484258, 0.0050181748488473685, 0.005283485560352147]"
175,"[0.005087136293594533, 0.005823254804856231, 0.0052710673625389415, 0.004894685055103289, 0.0050523377226371225]"
176,"[0.004919009549825146, 0.005217391103737838, 0.005376905032117703, 0.005307512045589385, 0.005315436119040071]"
177,"[0.004887711210043004, 0.0056260526686479975, 0.005425857939444718, 0.004926534123917749, 0.005264303424401218]"
178,"[0.005464360726094069, 0.005197992010593098, 0.0050905152544142435, 0.005357237814718189, 0.00501927864362119]"
179,"[0.00495748218699386, 0.005342167590181379, 0.005406969905137941, 0.005305307201894839, 0.005112803411892826]"
180,"[0.005203863519696675, 0.005761630601116199, 0.005008836497520041, 0.005143836225021118, 0.004990552966665062]"
181,"[0.004914713510894124, 0.005223067932912059, 0.0054162063986449935, 0.0049748869906662855, 0.005600039539112241]"
182,"[0.005201784307074695, 0.0053799939988149305, 0.005147520603379461, 0.00532253452672986, 0.005085373877784272]"
183,"[0.004659040415007571, 0.0051945415467438, 0.005228735640959623, 0.0054635353280527476, 0.0055709010871821734]"
184,"[0.005218100940638514, 0.0053051721572657095, 0.005292929353216112, 0.0052010196291497795, 0.005106659639451313]"
185,"[0.0052569652038580925, 0.005352196599943743, 0.004777409897533154, 0.005386571631080023, 0.005354568623357933]"
186,"[0.005078581393421121, 0.005167868813004774, 0.00498126794301985, 0.005447776103595998, 0.005441823593606614]"
187,"[0.005467261504292855, 0.005283343611699209, 0.005176158862624911, 0.005127093046531208, 0.005065696796555663]"
188,"[0.005273997925723717, 0.005234574446746077, 0.004981526457300644, 0.005231772468705509, 0.005421407214697073]"
189,"[0.005188550251906544, 0.005504110010854923, 0.005413540901748969, 0.005011919047365574, 0.005028793917972242]"
190,"[0.0050143782448566375, 0.005273526982838499, 0.005338727381567418, 0.0052272185554004145, 0.005282502242896121]"
191,"[0.005307173121479842, 0.005413887157567451, 0.005184761257429873, 0.00452027469406995, 0.005697711571422505]"
192,"[0.005006216686278027, 0.005243553590171185, 0.005478618799639769, 0.005234640926376373, 0.005179244987544523]"
193,"[0.0052810485827034835, 0.004898449728486808, 0.00534648581434813, 0.005329474369533056, 0.005273044925761609]"
194,"[0.005069849865634433, 0.005133943388461764, 0.005165145573330627, 0.0053406554462906075, 0.005423714285984874]"
195,"[0.005363822868074483, 0.005022779847405545, 0.004876711921473659, 0.005538465154718153, 0.00532702933013607]"
196,"[0.004937379576426234, 0.00538066758709164, 0.004952116928298157, 0.005487896886572949, 0.005370864867559876]"
197,"[0.005095492601182449, 0.005411287187746094, 0.0053597418121521445, 0.005220167956098399, 0.005056814298808351]"
198,"[0.005247956374322922, 0.0052411685339967, 0.0050010354776136474, 0.005401351527976602, 0.00524110468743767]"
199,"[0.005372041636965145, 0.005136079729148368, 0.005059981595645663, 0.005209264996080341, 0.0053544977389554296]"
200,"[0.005308848274416934, 0.005436544476419281, 0.0047419294968622005, 0.005401743203640751, 0.005222444846085128]"
201,"[0.005240310488073687, 0.005220021626030654, 0.004830186735172968, 0.005407294121458844, 0.005423111019390794]"
202,"[0.005299307414090207, 0.0052154427994849095, 0.0053439457581602205, 0.005262808518222428, 0.0050190382945764994]"
203,"[0.005053115276489762, 0.005404818909403462, 0.004860502206210507, 0.005304857085940251, 0.005492391771960893]"
204,"[0.005595676322837926, 0.0052140989984088785, 0.005253480766236487, 0.004925522106958319, 0.005143059123951855]"
205,"[0.004973652278783856, 0.005280871476757628, 0.00517627107269938, 0.00525993148478066, 0.005451152837558703]"
206,"[0.005263717464173578, 0.005161188445122274, 0.005201684909375726, 0.005224250273729422, 0.005275598635727189]"
207,"[0.005551138128291068, 0.005308474097321903, 0.00500324075504568, 0.004750422628557324, 0.0055019932336946705]"
208,"[0.005088210967695337, 0.005007184956290327, 0.005410036723894057, 0.0054114776582237034, 0.005225265005276467]"
209,"[0.005260534397887639, 0.0051774461113626245, 0.005342290120486542, 0.005437575771549681, 0.004919580744245942]"
210,"[0.0054195869111971625, 0.005081832128049448, 0.005375814753938923, 0.005073434593885268, 0.005184702191829619]"
211,"[0.005045405433607917, 0.005499809167731336, 0.004703434713508203, 0.0053041528266137335, 0.00557050194502437]"
212,"[0.0052363283045062025, 0.005090399571183871, 0.005462714711821283, 0.0052483817467654, 0.005093046243504547]"
213,"[0.005399223878894868, 0.005002857015474287, 0.005172837417963074, 0.00484894869947088, 0.005698062203192756]"
214,"[0.005207136901066647, 0.0054765516472274735, 0.0048243289226091, 0.00507403326269445, 0.005546703402371959]"
215,"[0.005034185118174322, 0.005089757828286832, 0.00514735825887002, 0.0053898470094440164, 0.005461694319648238]"
216,"[0.005167460317684844, 0.005090740013473532, 0.0057132504681914, 0.005421100617970296, 0.004728686320441145]"
217,"[0.0050641905790774775, 0.0054251663529263135, 0.0054540239876443375, 0.005120266498327985, 0.005073111462995687]"
218,"[0.005450925329675684, 0.0054936717970943995, 0.0048542022505016985, 0.005189470358606886, 0.0051400416834941915]"
219,"[0.0049665494227736345, 0.005169180393706893, 0.005444334063376835, 0.005286500063909257, 0.005263203140185784]"
220,"[0.0051629486998079665, 0.005101810040463248, 0.005389420732830699, 0.005372532064958032, 0.005110087745196188]"
221,"[0.005199799784624605, 0.00558369766951178, 0.005111353375719615, 0.0050911584005640395, 0.005147359656288289]"
222,"[0.005215686366478938, 0.0052397682877952335, 0.005086435066233782, 0.005377244615436976, 0.005204766152884664]"
223,"[0.005096229197614552, 0.005398771709390032, 0.005421449407571048, 0.004812370413421175, 0.00540188506056788]"
224,"[0.005077226415896477, 0.005190004534133472, 0.005306351316599809, 0.005344904266758282, 0.005210620159571606]"
225,"[0.005284503610878356, 0.0051314307615857825, 0.0052547412144762886, 0.005438889365321436, 0.005032515481880697]"
226,"[0.005333663453721241, 0.005185371986479592, 0.005051196029996623, 0.0052344931178940415, 0.005319679375288603]"
227,"[0.004939745037783866, 0.00533057826323944, 0.005018758621473128, 0.0056773534153218615, 0.005154439535482345]"
228,"[0.005123516987837338, 0.005328741691216705, 0.0051654845616753865, 0.005495011038579713, 0.005021046119486859]"
229,"[0.005496090442045977, 0.005131538475431035, 0.004763603568247057, 0.005486642947346868, 0.005231560936187701]"
230,"[0.0052069283854426105, 0.0054822907447428185, 0.005118676146517786, 0.005172547663715686, 0.005155931978967547]"
231,"[0.005133620040620262, 0.0053826087525836765, 0.004867826069732112, 0.005474090253737114, 0.005255845663466698]"
232,"[0.005106019256328457, 0.005456946135277788, 0.005326759819412288, 0.005240111005047802, 0.004991797356743369]"
233,"[0.0053015659178457545, 0.005533637393317996, 0.005110355031711929, 0.005378016602968354, 0.004791827107863141]"
234,"[0.005620540722975253, 0.00544761456033639, 0.00513649188584083, 0.005130453296701109, 0.004793667406336896]"
235,"[0.005173453379801955, 0.0051394190894429, 0.005071329864919024, 0.005343866094125904, 0.005405674578847053]"
236,"[0.005295734916629651, 0.005327765373785584, 0.005007719076709419, 0.005188663977939151, 0.005309424365215354]"
237,"[0.005211104376129592, 0.005138031509815656, 0.00509057757215886, 0.005226805681158818, 0.005473782746241217]"
238,"[0.005321610395222281, 0.005213840301292489, 0.004954667501619231, 0.0054448547819154185, 0.005193963002932235]"
239,"[0.005394864468172694, 0.005136960657489103, 0.005305070818344971, 0.004958451766958763, 0.0053447006277544075]"
240,"[0.004868349569866384, 0.005352516816520607, 0.0052507688458239485, 0.005469669528365042, 0.005185901622493709]"
241,"[0.004936984745028336, 0.005305804715705447, 0.004854280605179913, 0.005598425051428997, 0.005419376401959834]"
242,"[0.005023527769599811, 0.005184736527779204, 0.005283095146963803, 0.005420512151748839, 0.005223615843812494]"
243,"[0.00528113110413184, 0.005186904079426223, 0.005171258086633448, 0.005404732759164213, 0.005068706233265928]"
244,"[0.005198587450302026, 0.005177698237583292, 0.005331151590730278, 0.005246803170703871, 0.005197110385712828]"
245,"[0.005261395065487544, 0.005446170548433419, 0.0051579253963974425, 0.0049829239119409344, 0.00529170149878866]"
246,"[0.005128749376080195, 0.005253803170139119, 0.005388212260683432, 0.005185773927894075, 0.005181205312326361]"
247,"[0.005022379417059598, 0.005280869123382314, 0.005414501228837094, 0.005029245123819651, 0.005379650862967947]"
248,"[0.005081885194074955, 0.005376963005543944, 0.005558311059536408, 0.0052275208358515835, 0.004885283321820112]"
249,"[0.00533021332859813, 0.005048786811452335, 0.005055615456053402, 0.005489103608634224, 0.005198911122670458]"
250,"[0.005442906464069772, 0.005085665577790312, 0.005219205331798872, 0.005080939354472923, 0.005299236407133737]"
