,imv
81,"[0.0060981036480627915, 0.006755744131776015, 0.006682563514404583, 0.006267480292574142, 0.006299502861803013, 0.005598208019622275, 0.006514203417813999, 0.006743832371208569, 0.006439440559718424, 0.006142690662212391]"
82,"[0.006445522724724183, 0.006590431931780254, 0.006391285605080154, 0.006584768411992663, 0.006422407054014381, 0.0058987062244272095, 0.00644879244429996, 0.005976091906680266, 0.006492636586059458, 0.006244123343158019]"
83,"[0.006674498990046521, 0.006391683947688573, 0.006571177136923749, 0.006211455551876434, 0.0060347931218090066, 0.0060724316150427985, 0.006896915851865386, 0.005992184971202951, 0.006002987443474137, 0.006661344912428203]"
84,"[0.00651184390109995, 0.006278085512050595, 0.005793276633389043, 0.0061629226014151255, 0.005952322256783197, 0.006816556308362143, 0.00634964433661535, 0.005927051022633723, 0.006763753693087578, 0.006931697715270698]"
85,"[0.006512308658027953, 0.006567724497197046, 0.006132652664260642, 0.006359234167028221, 0.006360054195541954, 0.006450288769478105, 0.005567859492891951, 0.006029892039485261, 0.006782154119129187, 0.0067560343144626046]"
86,"[0.005991550174934751, 0.005409615194094674, 0.0063875857387318555, 0.006498039165619779, 0.006431023284420639, 0.006077334145472715, 0.006436949446628273, 0.006716369062899726, 0.006765256399492506, 0.00678987118309935]"
87,"[0.006552135760148852, 0.0063218204314757125, 0.006273576971548125, 0.006591395205777775, 0.006518922485711579, 0.00585401477011645, 0.006143826270233827, 0.005654110977423344, 0.006655405097021963, 0.006934261784521866]"
88,"[0.005945733069106434, 0.006484927683258337, 0.00670241603268143, 0.006478157786807204, 0.006413110649279961, 0.006089781547784607, 0.006285881396130783, 0.006161781020308078, 0.006516763512313536, 0.006408177176558914]"
89,"[0.0065645658547370785, 0.00605912859939772, 0.00621904511711823, 0.006501858200459938, 0.0069102924232265295, 0.005943483526489076, 0.0066116712800124685, 0.005699886918834988, 0.006707999682697828, 0.006279284106701436]"
90,"[0.006745879902997484, 0.0058385633612468985, 0.006914568743324603, 0.0061192635137193195, 0.006319276003276327, 0.006276239259657351, 0.006559749342204304, 0.006593381873925195, 0.006355864404540446, 0.005785034176967522]"
91,"[0.0065468408648774075, 0.00605889438131875, 0.00624447591757921, 0.006081565389586233, 0.00656905765627226, 0.006284933884909253, 0.006224025264629056, 0.006324652293064808, 0.007019408460552497, 0.006179828359143435]"
92,"[0.005917968855123789, 0.006339872921654935, 0.006189839490062349, 0.005975941392093963, 0.006451090784996081, 0.006737610214190058, 0.0063795786399339985, 0.006163826077228832, 0.006671545434929451, 0.006685303290884722]"
93,"[0.00644698736176722, 0.006520099622995369, 0.006795431290725668, 0.006484226426609146, 0.0063727414191191425, 0.007045947399302441, 0.006055153644288782, 0.00542919023477541, 0.006177237573563712, 0.006156913273401978]"
94,"[0.007309694293497634, 0.006271565692337934, 0.006441638284609294, 0.005539265672634204, 0.006435885058724445, 0.006325375581891413, 0.006291182391163083, 0.006161856554102433, 0.006223492984524129, 0.0064881763258218825]"
95,"[0.005847366170498196, 0.006460830183542716, 0.006680026467184719, 0.006379470891547001, 0.006228554324959318, 0.006496146706615753, 0.006213199683519408, 0.006343769069062966, 0.006631998398817241, 0.006202895972561785]"
96,"[0.00640663930058559, 0.006584110050106149, 0.0066086272872236404, 0.006562969792108877, 0.006493366594128037, 0.005460922611000475, 0.0064432067178804755, 0.006027918791019858, 0.006520788038504323, 0.006397342192145204]"
97,"[0.006034843951801621, 0.006072709301884754, 0.0063508058725236126, 0.006366794463006018, 0.005835469055938589, 0.006061779508603996, 0.006467078828762773, 0.006366707496991823, 0.0068286526093291125, 0.007120585038238298]"
98,"[0.006209332430004295, 0.006431808202150476, 0.006098820673337318, 0.007059608840515838, 0.005620926798974075, 0.00616780797601874, 0.006765725642461978, 0.006294860977802175, 0.006530693076074827, 0.006342530106052195]"
99,"[0.006458156293024713, 0.006546566112578215, 0.0058538975795077, 0.006012446981860106, 0.00642108633510544, 0.006122013603083564, 0.005715214679171622, 0.006362309062522658, 0.006870387649244748, 0.007146966342388646]"
100,"[0.006648084090742593, 0.006580779868463478, 0.006036853558756856, 0.007004394394610967, 0.005595278778631867, 0.005831969995793433, 0.007028178243971716, 0.00627457500977592, 0.0059592862019587555, 0.006558447446330104]"
101,"[0.006484661574791302, 0.006220213442433552, 0.006346555943774582, 0.006839997052750665, 0.0056353585708381155, 0.006418305638752303, 0.006260463270725202, 0.00655508432864278, 0.00647878548029782, 0.006257896686635819]"
102,"[0.006417579462753166, 0.006795528761625723, 0.006967586185745233, 0.006441833613310399, 0.006438151898835427, 0.00549398349280802, 0.006607615070993375, 0.006399592296046404, 0.00604543304786842, 0.005919692157876644]"
103,"[0.006833002010505243, 0.0072091802416169104, 0.006638912660889545, 0.0057585051047978, 0.005959715522653552, 0.0057853078734739815, 0.006404510879984048, 0.006729920754267645, 0.0058959100437769455, 0.006288399669107126]"
104,"[0.0063019657380129586, 0.006664209133205724, 0.006604355530900333, 0.006324430438059831, 0.006269884504517895, 0.006176401012055824, 0.00625127416680404, 0.006336076082727211, 0.006205505886584243, 0.0063761704527654966]"
105,"[0.005914383404300698, 0.006435531458996629, 0.006581854788510163, 0.006920117384514874, 0.0061855730403913714, 0.00677745552248975, 0.005805709136418343, 0.006052547608416167, 0.006043129347183289, 0.006794087208131544]"
106,"[0.00611524329930717, 0.006938096168710403, 0.006647816314329396, 0.0066227593759785805, 0.0060766714430678685, 0.005907165887272504, 0.0066076499583522415, 0.006133808252784716, 0.006612755832845055, 0.005867565121641077]"
107,"[0.0058385896222716465, 0.006755554763677499, 0.006631540792529204, 0.006656801525636675, 0.005341811738538843, 0.006260840052215977, 0.006707655553146801, 0.006389781202572891, 0.006630474352497734, 0.006307247781099076]"
108,"[0.006221799471443324, 0.006236003068414222, 0.006027351444796277, 0.007050646190758284, 0.006681565648948443, 0.006471003523893807, 0.00580554067238228, 0.006362919211196803, 0.006149647856075688, 0.006517524553717686]"
109,"[0.005950475158424388, 0.0063146263980175185, 0.006461247737997776, 0.005469428269092928, 0.006336081175682394, 0.006222328239021294, 0.006543773082656494, 0.0069148284786095535, 0.006892424590860851, 0.00635717721699715]"
110,"[0.0064301305142003716, 0.005822806278801909, 0.006691659487326262, 0.0062219979212878185, 0.006735284274270708, 0.006099846659784545, 0.006416944645547906, 0.00614992337410937, 0.006797195950798138, 0.006138748099182446]"
111,"[0.006453596238602617, 0.005798469623867176, 0.006335741609183605, 0.006284093316176763, 0.006100880924073499, 0.006364611628809404, 0.006782272623850145, 0.005892531705289197, 0.006500364586713635, 0.00695300563504797]"
112,"[0.005868035726934779, 0.006374605698653783, 0.005879779446746223, 0.006313516044883095, 0.006376934124639882, 0.006589879374990057, 0.006939312726747827, 0.00638042277345798, 0.006304802827660651, 0.006439446663873664]"
113,"[0.007213022694103206, 0.006000373469336541, 0.00659159720513577, 0.006346355453902823, 0.006664763461828268, 0.006102589155152178, 0.005933215532389748, 0.006020889708577613, 0.006261013725444611, 0.006365417146297935]"
114,"[0.00624337583116317, 0.006346832609023061, 0.006541090924272812, 0.006906326046438869, 0.005769151332234337, 0.006361318748427838, 0.006391715859190111, 0.006458287477927719, 0.0066150834279089426, 0.005863215847795355]"
115,"[0.0056055268330821185, 0.006234405781384711, 0.0065461604511213405, 0.005934210361379141, 0.007117706718622548, 0.005966653159451755, 0.006504434334827113, 0.006417152041028338, 0.006595369294721385, 0.006553510599511382]"
116,"[0.006096333728109657, 0.0063644798494162155, 0.006481359560485286, 0.006038011205212827, 0.006559186734965182, 0.006400898494130846, 0.006407345864855526, 0.006616630584470909, 0.006505628920410943, 0.006012383834746255]"
117,"[0.006013055109132237, 0.006216662957435533, 0.0070101988577139064, 0.00612624402805153, 0.006408731522861201, 0.006361003124756684, 0.006244397973173197, 0.006157968039913748, 0.006514636977548849, 0.006428547297668932]"
118,"[0.006464534458874088, 0.006498115220630783, 0.006328695187267998, 0.0066502607177574115, 0.005869720660479625, 0.006139167177112892, 0.006242333856396906, 0.006809209677144861, 0.006978374911442917, 0.0055147277246798704]"
119,"[0.006402359678211732, 0.006458958573350139, 0.0063977973103371225, 0.006620777804830376, 0.0068692195364596816, 0.0058471046922418035, 0.006342736571856965, 0.006143834042885616, 0.0063743502285145736, 0.006058778905604646]"
120,"[0.005801831864556156, 0.006610577872198289, 0.006639497643832782, 0.006594613559975471, 0.006044113517380091, 0.005865362250198224, 0.005850948373099023, 0.00667569579813619, 0.006598512711887538, 0.00679285986163765]"
121,"[0.00660486205119488, 0.006278659302848474, 0.006297621744893732, 0.006912224385047333, 0.006668636386510667, 0.0065143847080333, 0.006211276479075564, 0.006271287849235055, 0.005182091122967958, 0.006545889147930246]"
122,"[0.006188455258570891, 0.005980609698849095, 0.006294799972081132, 0.005879694840472899, 0.006589249459436214, 0.006663932199886399, 0.006460243574341819, 0.006436863109161199, 0.005754118496183491, 0.007273379446916861]"
123,"[0.006285594299895579, 0.006895996771900278, 0.006633932467479147, 0.006771216023615325, 0.006272963739285644, 0.005668692861952115, 0.006006735015451293, 0.006513051658383869, 0.006325976818686482, 0.006104654965391001]"
124,"[0.0064953529871731785, 0.006471170188109792, 0.006870064032593113, 0.00646039643203058, 0.006082178921390793, 0.005113728696322443, 0.00725997890293006, 0.006342337095519909, 0.0061507424385782924, 0.006191195378118854]"
125,"[0.0062117678680761726, 0.006034573860407872, 0.006679730058969989, 0.006869801264196407, 0.005956832059310817, 0.006386736374627135, 0.0063264645246779196, 0.0062578997293079785, 0.006268929370652729, 0.006495776492463118]"
126,"[0.006137172048033951, 0.006268793860758202, 0.006641559461857317, 0.006284618143628386, 0.007168680147779808, 0.006061798348425656, 0.006160440492067184, 0.00648602812276175, 0.006045701970214419, 0.006254504731635511]"
127,"[0.006549621098435999, 0.0063350952996771345, 0.005663983214425312, 0.006836281414784317, 0.0064928117468731495, 0.0066465400321750615, 0.006351357620773121, 0.006171608481592851, 0.0062886729116074765, 0.006163750996238439]"
128,"[0.006934957354526143, 0.005881163909879426, 0.006307802396768316, 0.006590073926712585, 0.006026646005299425, 0.006073787003246678, 0.006395618829566589, 0.006365836186293026, 0.006273592234605679, 0.006644489896685435]"
129,"[0.006277847212255022, 0.0059050699772518, 0.006703020297974152, 0.006778990047066521, 0.005894312597722077, 0.0066559676519892174, 0.005734512218045614, 0.006429252123973369, 0.005946463338777507, 0.00716962078291556]"
130,"[0.007178164488602322, 0.007128107701413119, 0.00598175900382968, 0.005526887120299733, 0.0059948205153288305, 0.0064657855772945975, 0.005579121327125044, 0.006105629116439046, 0.006707003795675356, 0.006844398789188808]"
